"","run.code","run.cor","n.Rcrowd","n.Rdisplace","prop.Rcrowd","prop.Rdisplace","n.Rcrowd.dyads","n.Rdisplace.dyads","Rcrowd.density","Rdisplace.density","Rcrowd.degree","Rcrowd.strength","Rcrowd.between","Rcrowd.ec","Rcrowd.ec.value","Rcrowd.apl","Rcrowd.eff","Rcrowd.linearity","Rcrowd.steepness","Rcrowd.prunk.pu","Rcrowd.prunk.dyads","Rcrowd.transi.Pt","Rcrowd.transi.ttri","Rdisp.degree","Rdisp.strength","Rdisp.between","Rdisp.ec","Rdisp.ec.value","Rdisp.apl","Rdisp.eff","Rdisp.linearity","Rdisp.steepness","Rdisp.prunk.pu","Rdisp.prunk.dyads","Rdisp.transi.Pt","Rdisp.transi.ttri","ref1.cor.matrix","R.cor.strength","R.cor.between","R.cor.eigen"
"GGG","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,11,66,7.03333333333333,0.322605310972238,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,13,90,14.7956349206349,0.386086139085699,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"GGR","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,3,3,24.6119047619048,0.209987226865557,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,4,6,16.952380952381,0.121889153779111,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"GRG","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,10,19,56.6690476190476,0.0210072870266541,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,9,48,14.3055555555556,0.0039246351248072,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"GRR","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,5,6,32.9761904761905,0.228498305104838,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,4,6,26.2857142857143,0.260764278887121,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"RBB","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,2,2,25.8357142857143,0.20696239908029,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,3,3,54.2234126984127,0.112518216888059,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"RBG","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,7,15,90.147619047619,0.168284640052704,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,3,5,4,0.0366885296098086,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"RBR","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,7,38,8.98333333333333,0.118572004940949,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,9,26,0.916666666666667,0.265871288321285,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"RGG","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,8,21,31.4357142857143,0.103512017787859,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,4,8,4.81111111111111,0.0907134788891406,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"RGR","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,9,32,13.5,0.0363006760552488,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,8,23,56.2194444444444,0.248797982771755,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"RRG","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,11,88,77.0357142857143,0.388213099372363,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,10,61,34.0333333333333,0.230220032989814,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"RRR","run001",0.0725677668271006,684,531,0.562962962962963,0.437037037037037,148,134,0.352380952380952,0.319047619047619,7,14,3,0.118748087427125,21.8616123299127,1.8775,0.365291078010899,0.3844,0.275664639183549,0.367,210,0.947,0.788,7,12,10.4123015873016,0.0899294843643551,23.0665577059918,1.8463768115942,0.352831451868769,0.3571,0.262357967718112,0.4,210,0.952,0.809,0.362635666220539,0.900198759111817,0.0702211256923904,0.724910723520148
"BBB1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,5,9,40.8666666666667,1,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,3,4,8.33333333333333,1,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"BBG1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,12,96,2,0.0043765199848159,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,9,35,0,4.85452715533884e-18,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"BBR1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,0,0,0,0.0614761348534013,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,0,0,0,0.138120256488913,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"BGB1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,0,0,0,0.202582930798785,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,2,3,29.7416666666667,0.189109050414429,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"BGG1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,4,8,78.25,0.0620260666974024,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,5,5,34.9416666666667,0.200303409680082,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"BRB1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,5,15,21.5833333333333,0.449005041307163,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,6,8,57.4333333333333,0.336113905907631,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"BRR1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,3,7,41.6666666666667,0.24022953138711,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,4,10,34.6297619047619,0.417312538538556,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"GBB1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,13,167,27.0666666666667,0.0044147199219269,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,13,58,31.95,0.00453514070481966,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"GBG1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,8,26,7.65,0.00706511886498051,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,9,16,0,4.85452715533884e-18,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"GGB1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,14,67,57.5833333333333,0.0986184518951242,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,12,89,0.166666666666667,0.130778854735937,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"GGG1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,11,51,74.1666666666667,0.401411057524002,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,13,105,29.4261904761905,0.35679300941848,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"GGR1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,4,6,9.9,0.0607141044427848,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,3,3,17.825,0.275122096968716,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"GRG1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,11,30,3,0.00215851587181264,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,7,37,13.6761904761905,0.0256461624118742,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"GRR1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,7,10,12.9833333333333,0.243313905278332,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,2,2,32.6916666666667,0.216026477576423,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"RBB1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,2,2,41.4166666666667,0.0860768808435451,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,3,3,11.95,0.278284329423536,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"RBG1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,4,4,20.5666666666667,0.0977651206018599,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,5,16,39.7333333333333,0.101235132492941,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"RBR1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,10,38,21.75,0.0535514585776137,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,8,26,10.0011904761905,0.326322339546365,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"RGG1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,6,15,15.8166666666667,0.105444290770957,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,6,14,21.4178571428571,0.0948141674803447,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"RGR1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,8,24,23.6166666666667,0.205647094097026,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,10,31,24.927380952381,0.0959981399726921,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"RRG1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,8,84,0,0.297106989497523,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,12,65,40.675,0.354039400936528,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"RRR1","run002",0.0314706621167323,671,544,0.552263374485597,0.447736625514403,143,141,0.34047619047619,0.335714285714286,8,12,34.6333333333333,0.0962794032208977,22.3385523066388,1.88947368421053,0.33974019129881,0.3662,0.254878418393606,0.395,210,0.954,0.816,9,14,29.7952380952381,0.108352261563092,22.3223796309902,1.80939226519337,0.380597038958486,0.3584,0.261649270288356,0.4,210,0.971,0.886,0.40404887105467,0.859701249611421,0.162760416666667,0.684637905546806
"BBB2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,3,6,30.1547619047619,1,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,5,7,94.8634920634921,1,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"BBG2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,11,62,0,0,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,11,69,4.58333333333333,0.00466171473745338,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"BBR2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,0,0,0,0.10919010905644,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,0,0,0,0.12278894536198,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"BGB2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,1,2,2.16666666666667,0.195679857120142,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,1,1,14.6079365079365,0.182716133548903,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"BGG2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,2,3,14.85,0.190545555658351,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,6,10,20.0039682539683,0.0836597069031003,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"BRB2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,7,9,81.0571428571429,0.655122905980506,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,4,14,3.71904761904762,0.0641204068050886,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"BRR2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,4,12,21.95,0.435144679554861,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,3,5,12.9309523809524,0.208219775426668,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"GBB2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,14,130,39.25,0.00770963325376372,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,12,95,29.2333333333333,0.00485413524447509,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"GBG2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,7,17,9.7,0.000714900068231494,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,9,25,4.16666666666667,0.00773545483148909,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"GGB2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,14,66,61.3333333333333,0.173666550230735,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,14,90,10.25,0.145064303683177,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"GGG2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,14,88,75.1666666666667,0.346011995049048,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,13,68,44.3777777777778,0.458639010180409,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"GGR2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,2,2,9.86666666666667,0.18437211051556,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,5,7,20.7261904761905,0.210834909601207,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"GRG2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,12,36,3.16666666666667,0.000684512300481242,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,8,31,40.5523809523809,0.0212762216043147,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"GRR2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,4,5,18.7952380952381,0.166529095146473,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,5,7,45.5674603174603,0.329452159345464,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"RBB2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,4,4,22.25,0.179928481345968,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,1,1,16.7984126984127,0.134659685076955,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
"RBG2","run003",0.112146363634349,634,581,0.521810699588477,0.478189300411523,146,142,0.347619047619048,0.338095238095238,4,16,11.402380952381,0.108559249120707,22.5259158917778,1.95275590551181,0.362528609389071,0.3766,0.282133042754505,0.371,210,0.949,0.796,4,4,65.8452380952381,0.112937984780057,24.2267043653882,1.885,0.398113362653295,0.3656,0.254799654554839,0.386,210,0.938,0.751,0.423982560154511,0.898438261615874,0.251380331543277,0.564935064935065
